Tag,Label
11664,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaTaste § M-Homebody
11665,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaTaste § M-Creator
11666,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSelf-Control § M-Impulsive
11667,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSelf-Control § M-Reserved
11668,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSelf-Control § M-Determined
11669,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSelf-Control § M-Relaxed
11670,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaOutlook § M-Realist
11671,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaOutlook § M-Emotional
11672,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaOutlook § M-Cool-headed
11673,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaOutlook § M-Optimist
11674,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAction § M-Spontaneous
11675,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAction § M-Influential
11676,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAction § M-Laid-Back
11677,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAction § M-Methodical
11678,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaResilience § M-Headstrong
11679,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaResilience § M-Sensitive
11680,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaResilience § M-Practical
11681,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaResilience § M-Engaged
11682,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaProcess § M-Dreamer
11683,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaProcess § M-Achiever
11684,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaProcess § M-Drifter
11685,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaProcess § M-Organiser
11686,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSociability § M-Leader
11687,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSociability § M-Giver
11688,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSociability § M-Master
11689,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaSociability § M-Humble
11690,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaCharacter § M-Thoughtful
11691,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaCharacter § M-Helpful
11692,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaCharacter § M-Indulgent
11693,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaCharacter § M-Driven
11694,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAttitude § M-Analytical
11695,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAttitude § M-Progressive
11696,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAttitude § M-Disciplined
11697,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaAttitude § M-Traditional
11698,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaComposure § M-Direct
11699,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaComposure § M-Perfectionist
11700,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaComposure § M-Easy-going
11701,Taxonomy6 § MediaBig5 § MediaBig5extended § MediaComposure § M-Measured
11821,Taxonomy6 § Personality § UK § General Interests § Sports Fanatics
11822,Taxonomy6 § Personality § UK § General Interests § Music Fanatics
11823,Taxonomy6 § Personality § UK § General Interests § Book Worms
11824,Taxonomy6 § Personality § UK § General Interests § Gamers
11825,Taxonomy6 § Personality § UK § General Interests § Family Focused
11826,Taxonomy6 § Personality § UK § General Interests § Style Conscious
11828,Taxonomy6 § Personality § UK § General Interests § Auto Enthusiasts
11905,Taxonomy6 § Personality § UK § General Interests § Arts And Crafters
11907,Taxonomy6 § Personality § UK § General Interests § Avant-Garde
11923,Taxonomy6 § Personality § UK § General Interests § Gourmet Explorers
12471,Taxonomy3 § Retired Segments § Internet and TV § TV § TV Channel § USA § HBO
12886,Taxonomy5 § Editorial Segments § Commercial § commercial_end
12887,Taxonomy5 § Editorial Segments § Commercial § commercial_start
30000,Taxonomy4 § Demographics § Age § 18 to 24
30001,Taxonomy4 § Demographics § Age § 25 to 34
30002,Taxonomy4 § Demographics § Age § 35 to 44
30003,Taxonomy4 § Demographics § Age § 45 to 54
30004,Taxonomy4 § Demographics § Age § 55 to 64
30006,Taxonomy4 § Entertainment § Interest § Gaming Console
30007,Taxonomy4 § Entertainment § Video Game § Party Music and Dance Games
30009,Taxonomy4 § Finance § Credit Card § User
30010,Taxonomy4 § Finance § Interest § Insurance § Health Insurance
30015,Taxonomy4 § Retail & Consumer Goods § Shopping Preference § Online Purchase
30016,Taxonomy4 § Retail & Consumer Goods § Clothes § Fashion Style § Sporty
30017,Taxonomy4 § Food & Drink § Food § Supermarket § Online
30018,Taxonomy4 § Travel § Interest § Accommodation § Hotel
30019,Taxonomy4 § Travel § Interest § Accommodation § Villa
30020,Taxonomy4 § Entertainment § TV § Entertainment
30021,Taxonomy4 § Entertainment § TV § Children and Family
30022,Taxonomy4 § Entertainment § TV § Music
30023,Taxonomy4 § Entertainment § TV § News & Current Affairs
30024,Taxonomy4 § Entertainment § TV § Sports
30025,Taxonomy4 § Travel § Interest § Holiday Type § Domestic
30026,Taxonomy4 § Travel § Interest § Holiday Type § Foreign
30030,Taxonomy4 § Travel § Interest § Holiday Type § Package
30040,Taxonomy4 § Travel § Interest § Holiday Type § Winter Sports
30041,Taxonomy4 § Travel § Interest § Holiday Type § Cruise
30042,Taxonomy4 § Travel § Interest § Holiday Type § City Break
30043,Taxonomy4 § Travel § Interest § Holiday Type § Spa Break
30044,Taxonomy4 § Travel § Interest § Holiday Type § Theme Parks
30046,Taxonomy4 § Retail & Consumer Goods § Electronics § Interest § Tablet
30050,Taxonomy4 § Retail & Consumer Goods § Electronics § Interest § Computer
30051,Taxonomy4 § Travel § Interest § Holiday Type § Camping
30052,Taxonomy4 § Travel § Interest § Holiday Type § World Exploration
30053,Taxonomy4 § Entertainment § Interest § Online Games
30054,Taxonomy4 § Entertainment § Online § Streamed Media
30055,Taxonomy4 § Retail & Consumer Goods § Electronics § Interest § Camera
30056,Taxonomy4 § Retail & Consumer Goods § Electronics § Interest § TV
30059,Taxonomy4 § Entertainment § TV § Drama and Soaps
30060,Taxonomy4 § Travel § Interest § Holiday Type § Beach
30061,Taxonomy4 § Lifestyle § Sport Enthusiast
30062,Taxonomy4 § Travel § Budget § Very High
30063,Taxonomy4 § Travel § Budget § High
30064,Taxonomy4 § Travel § Budget § Good
30065,Taxonomy4 § Travel § Budget § Average
30066,Taxonomy4 § Travel § Budget § Low
30067,Taxonomy4 § Brand § Computer § Apple
30068,Taxonomy4 § Auto § Budget § Low
30069,Taxonomy4 § Retail & Consumer Goods § Interest § Homewares
30070,Taxonomy4 § Demographics § Age § Other Age
30071,Taxonomy4 § Demographics § Age § 65+
30087,Taxonomy5 § Editorial Segments § Youniverse § ARCH01
30088,Taxonomy5 § Editorial Segments § Youniverse § ARCH02
30089,Taxonomy5 § Editorial Segments § Youniverse § ARCH03
30090,Taxonomy5 § Editorial Segments § Youniverse § ARCH04
30091,Taxonomy5 § Editorial Segments § Youniverse § ARCH05
30092,Taxonomy5 § Editorial Segments § Youniverse § ARCH06
30093,Taxonomy5 § Editorial Segments § Youniverse § ARCH07
30094,Taxonomy5 § Editorial Segments § Youniverse § ARCH08
30095,Taxonomy5 § Editorial Segments § Youniverse § ARCH09
30096,Taxonomy5 § Editorial Segments § Youniverse § ARCH10
30097,Taxonomy5 § Editorial Segments § Youniverse § ARCH11
30098,Taxonomy5 § Editorial Segments § Youniverse § ARCH12
30099,Taxonomy5 § Editorial Segments § Youniverse § ARCH13
30100,Taxonomy5 § Editorial Segments § Youniverse § ARCH14
30101,Taxonomy5 § Editorial Segments § Youniverse § ARCH15
30102,Taxonomy5 § Editorial Segments § Youniverse § ARCH16
30234,Taxonomy6 § Extraversion - Redundant
30235,Taxonomy6 § Openness - Redundant
30236,Taxonomy6 § Conscientiousness - Redundant
30237,Taxonomy6 § Agreeableness - Redundant
30238,Taxonomy6 § Neuroticism - Redundant
30242,Taxonomy4 § Demographics § Career § Manufacturing
30243,Taxonomy4 § Demographics § Career § Real Estate
30244,Taxonomy4 § Demographics § Career § Skilled Tradesmen
30245,Taxonomy4 § Demographics § Career § Office/Clerical
30246,Taxonomy4 § Demographics § Career § Emergency & Armed Services
30253,Taxonomy4 § TV Audiences § Media Consumption § Online Video § Heavy
30254,Taxonomy4 § TV Audiences § Media Consumption § Online Video § Medium
30255,Taxonomy4 § TV Audiences § Media Consumption § Online Video § Light
30257,Taxonomy4 § TV Audiences § Demographic Groups § Housewives with Kids
30258,Taxonomy4 § TV Audiences § Demographic Groups § Adults 55+
30259,Taxonomy4 § TV Audiences § Demographic Groups § Men 18 - 34
30260,Taxonomy4 § TV Audiences § Demographic Groups § Women 18 - 34
30398,Taxonomy4 § Demographics § Children § Children in Household
30399,Taxonomy4 § Demographics § Children § No Children in Household
30679,Taxonomy4 § TV Audiences § Demographic Groups § ABC1 Adults
30680,Taxonomy4 § TV Audiences § Demographic Groups § Adults 18 - 34
30681,Taxonomy4 § TV Audiences § Demographic Groups § Men 25 - 54
30682,Taxonomy4 § TV Audiences § Demographic Groups § Women 24 - 54
30683,Taxonomy4 § TV Audiences § Demographic Groups § Adults 25 - 54
30684,Taxonomy4 § TV Audiences § Demographic Groups § ABC1 Men
30685,Taxonomy4 § TV Audiences § Demographic Groups § ABC1 Women
30686,Taxonomy4 § TV Audiences § Demographic Groups § C2D Adults
30687,Taxonomy4 § TV Audiences § Demographic Groups § C2D Men
30688,Taxonomy4 § TV Audiences § Demographic Groups § C2D Women
30689,Taxonomy4 § TV Audiences § Demographic Groups § AB Men
30690,Taxonomy4 § TV Audiences § Demographic Groups § AB Women
30727,Taxonomy4 § Brand § Streamed Media § HBO GO
30728,Taxonomy4 § Brand § Online Store § Vudu
31165,Taxonomy6 § Personality § Openness § High
31166,Taxonomy6 § Personality § Conscientiousness § High
31167,Taxonomy6 § Personality § Extraversion § High
31168,Taxonomy6 § Personality § Agreeableness § High
31169,Taxonomy6 § Personality § Neuroticism § High
31170,Taxonomy6 § Personality § Openness § Low
31171,Taxonomy6 § Personality § Conscientiousness § Low
31172,Taxonomy6 § Personality § Extraversion § Low
31173,Taxonomy6 § Personality § Agreeableness § Low
31174,Taxonomy6 § Personality § Neuroticism § Low
31601,Taxonomy4 § Brand § Payment Provider § American Express
31624,Taxonomy4 § Brand § Payment Provider § Mastercard
31625,Taxonomy4 § Brand § Payment Provider § VISA
31918,Taxonomy4 § Lifestyle § Political & Social Concerns § Child Welfare
31919,Taxonomy4 § Lifestyle § Political & Social Concerns § Climate & Environment
31920,Taxonomy4 § Lifestyle § Political & Social Concerns § Economy & Employment
31923,Taxonomy4 § Lifestyle § Political & Social Concerns § Healthcare
31924,Taxonomy4 § Lifestyle § Political & Social Concerns § Human Rights
31990,Taxonomy6 § Personality § Political Affiliation (US) § Liberal
31991,Taxonomy6 § Personality § Political Affiliation (US) § Conservative
32024,Taxonomy4 § Brand § Social Media § Facebook
32025,Taxonomy4 § Brand § Social Media § Flickr
32026,Taxonomy4 § Brand § Social Media § Google+
32027,Taxonomy4 § Brand § Social Media § Instagram
32028,Taxonomy4 § Brand § Social Media § LinkedIn
32029,Taxonomy4 § Brand § Social Media § Pinterest
32030,Taxonomy4 § Brand § Social Media § Skype
32031,Taxonomy4 § Brand § Social Media § Snapchat
32032,Taxonomy4 § Brand § Social Media § Tinder
32033,Taxonomy4 § Brand § Social Media § Tumblr
32034,Taxonomy4 § Brand § Social Media § Twitter
32036,Taxonomy4 § Brand § Social Media § WhatsApp
32037,Taxonomy4 § Brand § Social Media § Youtube
32138,Taxonomy4 § Lifestyle § Charities § Child Welfare
32139,Taxonomy4 § Lifestyle § Charities § Climate
32140,Taxonomy4 § Lifestyle § Charities § Economy
32142,Taxonomy4 § Lifestyle § Charities § Elderly
32143,Taxonomy4 § Lifestyle § Charities § Health
32144,Taxonomy4 § Lifestyle § Charities § Human Rights
32147,Taxonomy4 § Lifestyle § Charities § Poverty
32184,Taxonomy4 § Entertainment § CallCredit UK § Interests § Pub
32209,Taxonomy6 § Personality § Shopping Habits § Bargains & Sales
32210,Taxonomy6 § Personality § Shopping Habits § Binge Shoppers
32211,Taxonomy6 § Personality § Shopping Habits § Compulsive Buyers
32212,Taxonomy6 § Personality § Shopping Habits § Impulsive Buyers
32213,Taxonomy6 § Personality § Shopping Habits § Over Spenders
32214,Taxonomy6 § Personality § Shopping Habits § Research Purchasers
32215,Taxonomy6 § Personality § Shopping Habits § Reliability & Safety
32216,Taxonomy6 § Personality § Shopping Habits § Targeted Purchasers
32217,Taxonomy6 § Personality § Shopping Habits § Thrill Seekers
32218,Taxonomy6 § Personality § Shopping Habits § Window Shoppers
32220,Taxonomy6 § Personality § Shopping Preference § Antique
32221,Taxonomy6 § Personality § Shopping Preference § Brand New & Contemporary
32224,Taxonomy6 § Personality § Shopping Preference § Discount § Buy One Get One Free (50% Off)
32226,Taxonomy6 § Personality § Shopping Preference § No Discount
32229,Taxonomy6 § Personality § Shopping Preference § Discounted
32230,Taxonomy6 § Personality § Shopping Habits § Early Adopter
32231,Taxonomy6 § Personality § Shopping Preference § Eco Friendly
32232,Taxonomy6 § Personality § Shopping Preference § Ethical
32235,Taxonomy6 § Personality § Shopping Preference § Luxury
32236,Taxonomy6 § Personality § Shopping Preference § Retro
32237,Taxonomy6 § Personality § Shopping Preference § Safety Focused
32238,Taxonomy6 § Personality § Shopping Preference § Second Hand
32240,Taxonomy6 § Personality § Shopping Habits § Trendsetter
32935,Taxonomy4 § Brand § Payment Provider § Apple Pay
32936,Taxonomy4 § Brand § Payment Provider § PayPal
33712,Taxonomy5 § Editorial Segments § Commercial § personality_end
35958,Taxonomy4 § Demographics § Location § At work
35959,Taxonomy4 § Demographics § Location § At home
35960,Taxonomy4 § Demographics § Location § Out and about
35961,Taxonomy4 § Demographics § Location § Rather not say
38261,Taxonomy7 § Holiday § Impressing friends with 5 star hotels and resorts § Totally Agree
38262,Taxonomy7 § Holiday § Impressing friends with 5 star hotels and resorts § Somewhat Agree
38263,Taxonomy7 § Holiday § Impressing friends with 5 star hotels and resorts § Somewhat Disagree
38264,Taxonomy7 § Holiday § Impressing friends with 5 star hotels and resorts § Totally Disagree
38265,Taxonomy7 § Holiday § Relaxing and not dealing with worries or obligations § Totally Agree
38266,Taxonomy7 § Holiday § Relaxing and not dealing with worries or obligations § Somewhat Agree
38267,Taxonomy7 § Holiday § Relaxing and not dealing with worries or obligations § Somewhat Disagree
38268,Taxonomy7 § Holiday § Relaxing and not dealing with worries or obligations § Totally Disagree
38269,"Taxonomy7 § Holiday § Feeling discomfort with unfamiliar locations, foods, people, languages and a different way of doing things § Totally Agree"
38270,"Taxonomy7 § Holiday § Feeling discomfort with unfamiliar locations, foods, people, languages and a different way of doing things § Somewhat Agree"
38271,"Taxonomy7 § Holiday § Feeling discomfort with unfamiliar locations, foods, people, languages and a different way of doing things § Somewhat Disagree"
38272,"Taxonomy7 § Holiday § Feeling discomfort with unfamiliar locations, foods, people, languages and a different way of doing things § Totally Disagree"
38273,Taxonomy7 § Holiday § Feeling there is no reason to spend money to travel § Totally Agree
38274,Taxonomy7 § Holiday § Feeling there is no reason to spend money to travel § Somewhat Agree
38275,Taxonomy7 § Holiday § Feeling there is no reason to spend money to travel § Somewhat Disagree
38276,Taxonomy7 § Holiday § Feeling there is no reason to spend money to travel § Totally Disagree
38277,Taxonomy7 § Holiday § Taking time and not feeling rushed at a historic site or musuem § Totally Agree
38278,Taxonomy7 § Holiday § Taking time and not feeling rushed at a historic site or musuem § Somewhat Agree
38279,Taxonomy7 § Holiday § Taking time and not feeling rushed at a historic site or musuem § Somewhat Disagree
38280,Taxonomy7 § Holiday § Taking time and not feeling rushed at a historic site or musuem § Totally Disagree
38286,Taxonomy7 § Holiday § Avoiding uncomfortable rides even if it means missing something they wanted to visit § Totally Agree
38287,Taxonomy7 § Holiday § Avoiding uncomfortable rides even if it means missing something they wanted to visit § Somewhat Agree
38288,Taxonomy7 § Holiday § Avoiding uncomfortable rides even if it means missing something they wanted to visit § Somewhat Disagree
38289,Taxonomy7 § Holiday § Avoiding uncomfortable rides even if it means missing something they wanted to visit § Totally Disagree
38290,"Taxonomy7 § Holiday § Engaging in their customs, routines and rituals in their own environment § Totally Agree"
38291,"Taxonomy7 § Holiday § Engaging in their customs, routines and rituals in their own environment § Somewhat Agree"
38292,"Taxonomy7 § Holiday § Engaging in their customs, routines and rituals in their own environment § Somewhat Disagree"
38293,"Taxonomy7 § Holiday § Engaging in their customs, routines and rituals in their own environment § Totally Disagree"
38294,Taxonomy7 § Holiday § Living for travel § Totally Agree
38295,Taxonomy7 § Holiday § Living for travel § Somewhat Agree
38296,Taxonomy7 § Holiday § Living for travel § Somewhat Disagree
38297,Taxonomy7 § Holiday § Living for travel § Totally Disagree
38298,"Taxonomy7 § Holiday § Feeling safer if tour operator has organised the hotel, restaurants and sites § Totally Agree"
38299,"Taxonomy7 § Holiday § Feeling safer if tour operator has organised the hotel, restaurants and sites § Somewhat Agree"
38300,"Taxonomy7 § Holiday § Feeling safer if tour operator has organised the hotel, restaurants and sites § Somewhat Disagree"
38301,"Taxonomy7 § Holiday § Feeling safer if tour operator has organised the hotel, restaurants and sites § Totally Disagree"
38302,Taxonomy7 § Holiday § Being more indulgent and carefree on vacation § Totally Agree
38303,Taxonomy7 § Holiday § Being more indulgent and carefree on vacation § Somewhat Agree
38304,Taxonomy7 § Holiday § Being more indulgent and carefree on vacation § Somewhat Disagree
38305,Taxonomy7 § Holiday § Being more indulgent and carefree on vacation § Totally Disagree
38311,Taxonomy7 § Holiday § Having more interest in understanding how ancestors lived than experiencing culture as it exists now § Totally Agree
38312,Taxonomy7 § Holiday § Having more interest in understanding how ancestors lived than experiencing culture as it exists now § Somewhat Agree
38313,Taxonomy7 § Holiday § Having more interest in understanding how ancestors lived than experiencing culture as it exists now § Somewhat Disagree
38314,Taxonomy7 § Holiday § Having more interest in understanding how ancestors lived than experiencing culture as it exists now § Totally Disagree
38315,Taxonomy7 § Holiday § Wanting to get away from it all § Totally Agree
38316,Taxonomy7 § Holiday § Wanting to get away from it all § Somewhat Agree
38317,Taxonomy7 § Holiday § Wanting to get away from it all § Somewhat Disagree
38318,Taxonomy7 § Holiday § Wanting to get away from it all § Totally Disagree
38319,"Taxonomy7 § Holiday § Preferring to visit places with sheer beauty of nature, land, mountains, sea and wildlife § Totally Agree"
38320,"Taxonomy7 § Holiday § Preferring to visit places with sheer beauty of nature, land, mountains, sea and wildlife § Somewhat Agree"
38321,"Taxonomy7 § Holiday § Preferring to visit places with sheer beauty of nature, land, mountains, sea and wildlife § Somewhat Disagree"
38322,"Taxonomy7 § Holiday § Preferring to visit places with sheer beauty of nature, land, mountains, sea and wildlife § Totally Disagree"
38323,Taxonomy7 § Holiday § Feeling of having to travel abroad to find real culture § Totally Agree
38324,Taxonomy7 § Holiday § Feeling of having to travel abroad to find real culture § Somewhat Agree
38325,Taxonomy7 § Holiday § Feeling of having to travel abroad to find real culture § Somewhat Disagree
38326,Taxonomy7 § Holiday § Feeling of having to travel abroad to find real culture § Totally Disagree
38327,"Taxonomy7 § Holiday § Experiencing local foods, locations and architecture § Totally Agree"
38328,"Taxonomy7 § Holiday § Experiencing local foods, locations and architecture § Somewhat Agree"
38329,"Taxonomy7 § Holiday § Experiencing local foods, locations and architecture § Somewhat Disagree"
38330,"Taxonomy7 § Holiday § Experiencing local foods, locations and architecture § Totally Disagree"
38336,Taxonomy7 § Holiday § Feeling additional comfort when travelling with other people or a guide § Totally Agree
38337,Taxonomy7 § Holiday § Feeling additional comfort when travelling with other people or a guide § Somewhat Agree
38338,Taxonomy7 § Holiday § Feeling additional comfort when travelling with other people or a guide § Somewhat Disagree
38339,Taxonomy7 § Holiday § Feeling additional comfort when travelling with other people or a guide § Totally Disagree
38340,Taxonomy7 § Holiday § Feeling the best way to know a place is to walk around and do everyday things rather than the recommended tourist sites § Totally Agree
38341,Taxonomy7 § Holiday § Feeling the best way to know a place is to walk around and do everyday things rather than the recommended tourist sites § Somewhat Agree
38342,Taxonomy7 § Holiday § Feeling the best way to know a place is to walk around and do everyday things rather than the recommended tourist sites § Somewhat Disagree
38343,Taxonomy7 § Holiday § Feeling the best way to know a place is to walk around and do everyday things rather than the recommended tourist sites § Totally Disagree
38344,Taxonomy7 § Holiday § Importance of making family memories § Totally Agree
38345,Taxonomy7 § Holiday § Importance of making family memories § Somewhat Agree
38346,Taxonomy7 § Holiday § Importance of making family memories § Somewhat Disagree
38347,Taxonomy7 § Holiday § Importance of making family memories § Totally Disagree
38348,"Taxonomy7 § Holiday § Having to have the very best hotels, restaurants, shopping and service § Totally Agree"
38349,"Taxonomy7 § Holiday § Having to have the very best hotels, restaurants, shopping and service § Somewhat Agree"
38350,"Taxonomy7 § Holiday § Having to have the very best hotels, restaurants, shopping and service § Somewhat Disagree"
38351,"Taxonomy7 § Holiday § Having to have the very best hotels, restaurants, shopping and service § Totally Disagree"
38352,Taxonomy7 § Holiday § Wanting to come back from vacation feeling relaxed and refreshed § Totally Agree
38353,Taxonomy7 § Holiday § Wanting to come back from vacation feeling relaxed and refreshed § Somewhat Agree
38354,Taxonomy7 § Holiday § Wanting to come back from vacation feeling relaxed and refreshed § Somewhat Disagree
38355,Taxonomy7 § Holiday § Wanting to come back from vacation feeling relaxed and refreshed § Totally Disagree